"id","ing"
48670,"coriander"
48670,"cilantro"
48670,"lemon_juice"
48670,"onion"
48670,"apricot"
48670,"orange_juice"
48670,"lime_juice"
48670,"lamb"
48670,"bell_pepper"
48670,"tamarind"
48670,"cayenne"
48671,"coriander"
48671,"pepper"
48671,"fenugreek"
48671,"black_pepper"
48671,"coconut"
48671,"ginger"
48671,"scallop"
48671,"garlic"
48671,"tomato"
48671,"cilantro"
48671,"okra"
48671,"onion"
48671,"chicken_broth"
48671,"cayenne"
48671,"cumin"
48671,"vegetable_oil"
48671,"rice"
48671,"turmeric"
48672,"butter"
48672,"tomato"
48672,"garlic"
48672,"onion"
48672,"shrimp"
48673,"coriander"
48673,"tomato"
48673,"mustard"
48673,"onion"
48673,"potato"
48673,"cayenne"
48673,"cumin"
48673,"vegetable_oil"
48673,"turmeric"
48674,"yogurt"
48674,"honey"
48674,"mint"
48674,"mango"
48674,"cucumber"
48675,"olive_oil"
48675,"black_pepper"
48675,"cayenne"
48675,"garlic"
48675,"vegetable_oil"
48675,"yogurt"
48675,"beet"
48675,"mint"
48676,"butter"
48677,"tomato"
48677,"cilantro"
48677,"onion"
48677,"cayenne"
48677,"cumin"
48677,"ginger"
48677,"garlic"
48677,"vegetable_oil"
48677,"lentil"
48677,"rice"
48677,"turmeric"
48678,"coriander"
48678,"date"
48678,"anise_seed"
48678,"tamarind"
48678,"cayenne"
48678,"cumin"
48679,"coconut"
48679,"mustard"
48679,"vegetable_oil"
48679,"turmeric"
48679,"cayenne"
48679,"shrimp"
48680,"coriander"
48680,"fenugreek"
48680,"coconut"
48680,"cumin"
48680,"scallion"
48680,"pepper"
48680,"vegetable"
48680,"turmeric"
48681,"honey"
48681,"pistachio"
48681,"almond"
48681,"cardamom"
48681,"vegetable_oil"
48681,"corn"
48681,"cashew"
48682,"vinegar"
48682,"black_pepper"
48682,"cider"
48682,"cumin"
48682,"ginger"
48682,"garlic"
48682,"cinnamon"
48682,"tamarind"
48682,"turmeric"
48683,"cilantro"
48683,"onion"
48683,"potato"
48683,"cayenne"
48683,"ginger"
48683,"carrot"
48683,"bell_pepper"
48683,"vegetable_oil"
48683,"egg"
48683,"bread"
48684,"tomato"
48684,"cane_molasses"
48684,"pepper"
48684,"fenugreek"
48684,"cumin"
48684,"parmesan_cheese"
48684,"scallion"
48684,"garlic"
48684,"ginger"
48684,"coriander"
48684,"pea"
48684,"egg"
48684,"olive_oil"
48684,"turmeric"
48685,"olive_oil"
48685,"fenugreek"
48685,"lemon_juice"
48685,"mustard"
48685,"cauliflower"
48685,"black_mustard_seed_oil"
48685,"pepper"
48685,"cumin"
48685,"vegetable"
48685,"fennel"
48685,"seed"
48685,"soybean"
48685,"bay"
48685,"mint"
48685,"coriander"
48685,"onion"
48685,"potato"
48685,"sunflower_oil"
48685,"parsley"
48685,"scallion"
48685,"yogurt"
48685,"lemon_peel"
48685,"turmeric"
48686,"coriander"
48686,"fenugreek"
48686,"pepper"
48686,"mustard"
48686,"onion"
48686,"cayenne"
48686,"cumin"
48686,"ginger"
48686,"shrimp"
48686,"garlic"
48686,"tomato"
48686,"vegetable_oil"
48686,"rice"
48686,"turmeric"
48687,"lamb"
48687,"olive_oil"
48687,"cardamom"
48687,"black_pepper"
48687,"cumin"
48687,"ginger"
48687,"fennel"
48687,"garlic"
48687,"bell_pepper"
48688,"coriander"
48688,"onion"
48688,"cardamom"
48688,"black_pepper"
48688,"chicken_broth"
48688,"cayenne"
48688,"cumin"
48688,"cinnamon"
48688,"vegetable_oil"
48688,"lentil"
48688,"turmeric"
48689,"lamb"
48689,"coriander"
48689,"onion"
48689,"radish"
48689,"lime_juice"
48689,"cumin"
48689,"mango"
48689,"bell_pepper"
48689,"yogurt"
48689,"vegetable_oil"
48690,"olive_oil"
48690,"mustard"
48690,"black_pepper"
48690,"tabasco_pepper"
48690,"ginger"
48690,"chive"
48690,"fennel"
48690,"carrot"
48690,"garlic"
48690,"tomato"
48690,"coriander"
48690,"onion"
48690,"cumin"
48690,"celery"
48690,"seed"
48690,"bell_pepper"
48690,"crab"
48690,"radish"
48690,"vegetable"
48691,"fenugreek"
48691,"coconut"
48691,"cardamom"
48691,"pepper"
48691,"ginger"
48691,"fennel"
48691,"seed"
48691,"garlic"
48691,"tomato"
48691,"coriander"
48691,"cilantro"
48691,"onion"
48691,"cayenne"
48691,"cumin"
48691,"cinnamon"
48691,"lamb"
48691,"vegetable_oil"
48691,"turmeric"
48692,"olive_oil"
48692,"lemon_juice"
48692,"cardamom"
48692,"prawn"
48692,"ginger"
48692,"garlic"
48692,"bell_pepper"
48692,"yogurt"
48692,"turmeric"
48693,"butter"
48693,"black_mustard_seed_oil"
48693,"cilantro"
48693,"cayenne"
48693,"cumin"
48693,"ginger"
48693,"seed"
48693,"tomato"
48693,"coriander"
48693,"tamarind"
48693,"pea"
48693,"turmeric"
48694,"yogurt"
48694,"cilantro"
48694,"cucumber"
48694,"cumin"
48694,"milk"
48695,"coconut"
48695,"black_pepper"
48695,"ginger"
48695,"garlic"
48695,"sweet_potato"
48695,"lemongrass"
48695,"coriander"
48695,"cilantro"
48695,"onion"
48695,"soy_sauce"
48695,"cumin"
48695,"bell_pepper"
48695,"galanga"
48695,"vegetable_oil"
48695,"lime"
48695,"pea"
48695,"thai_pepper"
48696,"olive_oil"
48696,"orange"
48696,"black_pepper"
48696,"scallion"
48696,"yogurt"
48696,"cucumber"
48696,"chive"
48696,"garlic"
48697,"butter"
48697,"olive_oil"
48697,"cilantro"
48697,"lemon_juice"
48697,"mustard"
48697,"dill"
48697,"black_pepper"
48697,"corn"
48697,"cayenne"
48697,"cumin"
48697,"ginger"
48697,"scallion"
48697,"seed"
48697,"mint"
48698,"cane_molasses"
48698,"fenugreek"
48698,"pepper"
48698,"lemon_juice"
48698,"ginger"
48698,"fennel"
48698,"garlic"
48698,"tomato"
48698,"chicken"
48698,"coriander"
48698,"cilantro"
48698,"okra"
48698,"roasted_peanut"
48698,"potato"
48698,"cayenne"
48698,"cumin"
48698,"mango"
48698,"cinnamon"
48698,"vegetable_oil"
48698,"turmeric"
48699,"melon"
48700,"butter"
48700,"coconut"
48700,"cardamom"
48700,"cayenne"
48700,"cumin"
48700,"ginger"
48700,"cinnamon"
48700,"pea"
48700,"turmeric"
48701,"coriander"
48701,"black_mustard_seed_oil"
48701,"lemon_juice"
48701,"cauliflower"
48701,"ginger"
48701,"seed"
48701,"vegetable_oil"
48701,"turmeric"
48702,"coriander"
48702,"vinegar"
48702,"cilantro"
48702,"onion"
48702,"black_pepper"
48702,"cayenne"
48702,"cumin"
48702,"ginger"
48702,"white_wine"
48702,"garlic"
48702,"cinnamon"
48702,"oregano"
48702,"chicken"
48702,"rice"
48702,"bell_pepper"
48703,"butter"
48703,"peanut_oil"
48703,"pepper"
48703,"apple"
48703,"onion"
48703,"fenugreek"
48703,"apricot"
48703,"chicken_broth"
48703,"raisin"
48703,"cumin"
48703,"garlic"
48703,"coriander"
48703,"chicken"
48703,"rice"
48703,"turmeric"
48704,"cane_molasses"
48704,"olive_oil"
48704,"wheat"
48704,"corn"
48704,"lettuce"
48704,"chickpea"
48704,"garlic"
48704,"tamarind"
48704,"vinegar"
48704,"onion"
48704,"cayenne"
48704,"parmesan_cheese"
48704,"buttermilk"
48704,"wheat_bread"
48704,"yogurt"
48704,"sherry"
48704,"egg"
48704,"basil"
48705,"raspberry"
48705,"strawberry"
48705,"vanilla"
48705,"berry"
48705,"buttermilk"
48705,"bitter_orange"
48705,"gelatin"
48705,"brandy"
48705,"blackberry"
48705,"orange"
48705,"wine"
48705,"egg"
48705,"blueberry"
48705,"cream"
48706,"coriander"
48706,"olive_oil"
48706,"pepper"
48706,"onion"
48706,"fenugreek"
48706,"chicken_broth"
48706,"cilantro"
48706,"peppermint"
48706,"cumin"
48706,"basil"
48706,"carrot"
48706,"garlic"
48706,"yogurt"
48706,"lentil"
48706,"turmeric"
48707,"milk_fat"
48707,"milk"
48707,"egg"
48707,"cinnamon"
48707,"cream"
48708,"meat"
48708,"onion"
48708,"cardamom"
48708,"cayenne"
48708,"jasmine"
48708,"ginger"
48708,"bay"
48708,"garlic"
48708,"cinnamon"
48708,"yogurt"
48708,"vegetable_oil"
48708,"chicken"
48708,"turmeric"
48709,"coriander"
48709,"fenugreek"
48709,"cilantro"
48709,"wheat"
48709,"fish"
48709,"cumin"
48709,"scallion"
48709,"pepper"
48709,"yogurt"
48709,"vegetable_oil"
48709,"egg"
48709,"turmeric"
48710,"coriander"
48710,"yogurt"
48710,"cilantro"
48710,"wheat"
48710,"olive_oil"
48711,"coriander"
48711,"fenugreek"
48711,"pepper"
48711,"lemon_juice"
48711,"cumin"
48711,"garlic"
48711,"tomato"
48711,"vegetable_oil"
48711,"watercress"
48711,"coconut"
48711,"turmeric"
48712,"cardamom"
48712,"cane_molasses"
48712,"egg"
48712,"cream"
48713,"butter"
48713,"coriander"
48713,"pepper"
48713,"fenugreek"
48713,"lime_juice"
48713,"cumin"
48713,"scallion"
48713,"scallop"
48713,"vegetable_oil"
48713,"pea"
48713,"turmeric"
48714,"olive_oil"
48714,"rice"
48714,"wheat"
48714,"berry"
48714,"garlic"
48715,"coriander"
48715,"fenugreek"
48715,"cilantro"
48715,"lemon_juice"
48715,"pepper"
48715,"cumin"
48715,"mango"
48715,"garlic"
48715,"sesame_seed"
48715,"yogurt"
48715,"chicken"
48715,"turmeric"
48716,"coriander"
48716,"vinegar"
48716,"onion"
48716,"cayenne"
48716,"ginger"
48716,"garlic"
48716,"butter"
48716,"yogurt"
48716,"vegetable_oil"
48716,"chicken"
48716,"turmeric"
48717,"yogurt"
48717,"cinnamon"
48717,"cardamom"
48717,"chicken"
48717,"cayenne"
48717,"ginger"
48717,"turmeric"
48718,"coriander"
48718,"vinegar"
48718,"cane_molasses"
48718,"mustard"
48718,"cauliflower"
48718,"cayenne"
48718,"cumin"
48718,"ginger"
48718,"fennel"
48718,"carrot"
48718,"cucumber"
48718,"vegetable_oil"
48718,"garlic"
48718,"turmeric"
48719,"cashew"
48719,"onion"
48719,"cardamom"
48719,"black_pepper"
48719,"almond"
48719,"raisin"
48719,"cumin"
48719,"saffron"
48719,"bay"
48719,"cinnamon"
48719,"vegetable_oil"
48719,"rice"
48719,"pea"
48719,"cream"
48720,"coriander"
48720,"tomato"
48720,"cilantro"
48720,"cardamom"
48720,"black_pepper"
48720,"ginger"
48720,"bay"
48720,"garlic"
48720,"cinnamon"
48721,"olive_oil"
48721,"lemon_juice"
48721,"cardamom"
48721,"tea"
48721,"corn"
48721,"red_wine"
48721,"black_pepper"
48721,"ginger"
48721,"carrot"
48721,"sweet_potato"
48721,"black_tea"
48721,"butter"
48721,"cilantro"
48721,"meat"
48721,"onion"
48721,"asparagus"
